Timestamp,EPC,RSSI,Session
2019-12-10 11:07:10.358,505AA45DE171B427E685CC5A78E4AA91F8BAC9A7,-70,S0
2019-12-10 11:07:10.366,AB5E3066FBE6AECC087B047495F21AECCFA4B99D,-62,S0
2019-12-10 11:07:10.377,1378C05E7DDC2BB610BC6116AA973D15D893624D,-65,S0
2019-12-10 11:07:10.394,CA24856BEB2B04B2149D428908638123A7FB4C3D,-70,S0
2019-12-10 11:07:10.418,98E967DE74CE07142876B3D8B4F53EF4F2D18120,-70,S0
2019-12-10 11:07:10.432,BE77298B83311EDDB297A281E8E27BFEFB04A37D,-71,S0
2019-12-10 11:07:10.448,5944825CE27BB0F7E5C849C3909CE51A6B11909E,-68,S0
2019-12-10 11:07:10.465,083039CC29F62EBCFF1E208BEA48064A42EFCC7A,-72,S0
2019-12-10 11:07:10.482,4AE2DF5C443E6DDB0590D39A486CA31B53C2CD10,-67,S0
2019-12-10 11:07:10.486,93557E495C6CF5E92373DE6BB3AC2115AC19B00A,-70,S0
2019-12-10 11:07:10.497,B2E5DBFC271C4D9EF982FB4009F22B03DE736B50,-69,S0
2019-12-10 11:07:10.499,8C6BDC8CDA5CCBFD916CE3A2EEE2FC6AA77B949B,-70,S0
2019-12-10 11:07:10.516,40735B838CB45431A8CC76FFEDE6BC70F848586A,-64,S0
2019-12-10 11:07:10.521,3866CA78C4EA88649606F7621ACC3C572CA98288,-67,S0
2019-12-10 11:07:10.532,B688B1C49537F3083D06C350AFE15B6EE30919A6,-55,S0
2019-12-10 11:07:10.536,E8FE8F0B89470C15D36D1381DA06AA5C7B1C5995,-66,S0
2019-12-10 11:07:10.548,13FCE2223C56C67D3D3C1F15E0AEDE2033676DD0,-60,S0
2019-12-10 11:07:10.551,B4D63FCBB77642297597E885F941B87C8AD5DE34,-70,S0
2019-12-10 11:07:10.566,8E5D5084CB8CEEE47DC114E16FC5309A99CC0FAF,-66,S0
2019-12-10 11:07:10.568,546E0699492AD139E725A67DDC72F6367D46E13F,-64,S0
2019-12-10 11:07:10.581,E7698268F7A080560B725DC20DCF5BA8BD40CF35,-74,S0
2019-12-10 11:07:10.582,45B9BFDEB24568F702882E049EA326BB2AA4E9BE,-60,S0
2019-12-10 11:07:10.598,DFC658EFF41A04131C3ACB5B2ADF768BE0E3E434,-66,S0
2019-12-10 11:07:10.615,D5D863477E1C40D321685BFBD1980F9070022F4B,-65,S0
2019-12-10 11:07:10.633,946593DE5E53BEEF1D6A64C3336267647BDA4BCE,-65,S0
2019-12-10 11:07:10.637,8B3CAEF46402F708A6DA841D6BB2491B1BCEAEA6,-70,S0
2019-12-10 11:07:10.648,F5D7B6F9573855E9DEF0E5B36E384E2644C835F0,-70,S0
2019-12-10 11:07:10.652,116AE578FBB9ADBE1D71A28736FDD7C6BEBB3504,-64,S0
2019-12-10 11:07:10.665,0D5328FA41DF8BE522A204201F58C176A6CE8454,-62,S0
2019-12-10 11:07:10.683,079D988684B5C9FDB065EC2B439F78ED9319538D,-71,S0
2019-12-10 11:07:10.687,2856E30C70EB88DC40CA48E7095EDEE5B13D6928,-63,S0
2019-12-10 11:07:10.697,634DE49B9BE67F0707774A5848AD306BF97F282A,-73,S0
2019-12-10 11:07:10.699,819801C00E688643FB90D58D3092A8444975F96D,-67,S0
2019-12-10 11:07:10.717,800E04C700A3158D3D74B7E7FEEAC183E7568E55,-71,S0
2019-12-10 11:07:10.732,8963EF0AC1B5483786D3ED59DB1DE28CECF3EB8A,-63,S0
2019-12-10 11:07:10.747,4AC12BCF1A1CBF336FDBD0C9E3CBD4E440C69851,-68,S0
2019-12-10 11:07:10.771,D7F77565ED197C4780B03C03D5E896D2EA65E2E5,-71,S0
2019-12-10 11:07:10.791,81BFA493FBC740910238AF51FF4DB645F6B47C0A,-70,S0
2019-12-10 11:07:10.808,D6958738B67BEA8850EA7E21A1B07A4A8DFF5EE1,-60,S0
2019-12-10 11:07:10.825,79B4A04CC570379FE4F69270916A9C5BF902ED12,-66,S0
2019-12-10 11:07:10.841,CC69629D687BBC08FB3A3DAB9284B273F523B0D3,-68,S0
2019-12-10 11:07:10.889,F7770E47C56BEE96F6086ECA4C38521F61487C4E,-68,S0
2019-12-10 11:07:10.910,382DC07A3EC9E65F21BD06EDB14C0DAF46E3121F,-62,S0
2019-12-10 11:07:10.925,D5B805AB4C0593FC982DE66414650526B0351CFA,-59,S0
2019-12-10 11:07:10.941,5CBAB39CE84D8F7673F3275424ABF0ED0146D1A7,-59,S0
2019-12-10 11:07:10.945,5558CB4D9A2D4FC4E10E8E99151F89BEB59FAF24,-55,S0
2019-12-10 11:07:10.971,3A3281389F06E062B5A49E47F0BB8269F87B1ADD,-59,S0
2019-12-10 11:07:11.010,4081015DEB1A902B7844EF299CA0803AD7EE9208,-67,S0
2019-12-10 11:07:11.012,F70C32B67A224C5577DAE0EC3BF1941F82CF6A61,-63,S0
2019-12-10 11:07:11.025,2294291CF6D08C92997F315ABD704793CF3B61E4,-62,S0
2019-12-10 11:07:11.030,4AC12BCF1A1CBF336FDBD0C9E3CBD4E440C69851,-70,S0
2019-12-10 11:07:11.041,D8219AD7AD2E033E5FED70484A24B2C627403FD8,-58,S0
2019-12-10 11:07:11.058,C14AC29FC5980A3F01F812910796C902E0012924,-55,S0
2019-12-10 11:07:11.074,79B4A04CC570379FE4F69270916A9C5BF902ED12,-70,S0
2019-12-10 11:07:11.099,E35ECF46A59CE549CFAD4A3CBAD1F36151A463CA,-64,S0
2019-12-10 11:07:11.109,27379C904D43EAFA108767AB2D7EEF1471350AFC,-66,S0
2019-12-10 11:07:11.141,5D1617554201C57F83F3E78A0D8EB91F32EC96A3,-61,S0
2019-12-10 11:07:11.145,81BFA493FBC740910238AF51FF4DB645F6B47C0A,-71,S0
2019-12-10 11:07:11.158,FC4F7BE4E2BBD5D60CC4137C28DB09D425E676D5,-56,S0
2019-12-10 11:07:11.192,EEA4F7CBF795609EEFF13455B205F93141D6A153,-61,S0
2019-12-10 11:07:11.228,D5B805AB4C0593FC982DE66414650526B0351CFA,-63,S0
2019-12-10 11:07:11.242,67C17FD6F751056F9E25BD3D8C78E09E495AC6A8,-63,S0
2019-12-10 11:07:11.316,3E8007DDA17201322A0C616703B53C25E426E0F4,-57,S0
2019-12-10 11:07:11.320,C44406283BEEC301B7785D8FC1C6A9C1A03EA27E,-61,S0
2019-12-10 11:07:11.326,5CBAB39CE84D8F7673F3275424ABF0ED0146D1A7,-63,S0
2019-12-10 11:07:11.343,8C94B808531F43AE7BFCEB4E9A8525B055B36506,-64,S0
2019-12-10 11:07:11.346,08A2BF1E4085C8FA122AAC5ABF2D0D7FC0AB062C,-66,S0
2019-12-10 11:07:11.358,131BF3B854A61773DB95AD31299B66E00B6A3C23,-63,S0
2019-12-10 11:07:11.375,88BADA7E989A757531EBE061D9CEEC8C8BC24CAB,-65,S0
2019-12-10 11:07:11.392,A280747CBA15C9FE7695B45AF15435C68E21B74F,-63,S0
2019-12-10 11:07:11.409,7E22221C76A00671143FFDC592ED03C375DA9456,-69,S0
2019-12-10 11:07:11.413,89367B384DABA8CCA760E71441E8BD5B20119CDB,-53,S0
2019-12-10 11:07:11.425,B688B1C49537F3083D06C350AFE15B6EE30919A6,-46,S0
2019-12-10 11:07:11.443,AFF6B6A3D34E0FC68E38FEDC3FB3CCF6862DD959,-61,S0
2019-12-10 11:07:11.459,4023DEC36BC007932A4F00D542BDE69C7845BCB3,-68,S0
