Timestamp,EPC,RSSI,Session
2019-12-11 10:21:04.806,52750E67E221C8EBCD3C8D106A87AAE65A97652A,-48,S0
2019-12-11 10:21:04.850,2ACCAAABABAD779C313D8320663BF4BB982A38C9,-64,S0
2019-12-11 10:21:04.874,668CE75F4A76FD43F8B4EEE16EFCFD856B36FC30,-71,S0
2019-12-11 10:21:04.891,917BD4D432843B01A7F996D749BF637D5A535969,-66,S0
2019-12-11 10:21:04.899,410D48ABFBE9DB1A6AD74019E2700D992DC8CEAC,-57,S0
2019-12-11 10:21:04.908,DF9165F3BE384C69DF651B80E41FCF9A36D3088A,-58,S0
2019-12-11 10:21:04.925,514DFB972673891499C34F025222577CBF195D49,-57,S0
2019-12-11 10:21:04.928,2C806484B187D9AF9114CABF0D4FA32B9C65BFAB,-59,S0
2019-12-11 10:21:04.941,7F96D7D585A12B434D7D52EA3FDCD481F171FFF9,-63,S0
2019-12-11 10:21:04.958,A1DBF8CDBDD0A681A4FA578B0DBBF5E7002DC962,-66,S0
2019-12-11 10:21:04.974,30655A373080BCF421905B7B8E451E3F641DCC75,-73,S0
2019-12-11 10:21:04.992,E7E242F93379CC20EA139CE83D98E318362BD066,-69,S0
2019-12-11 10:21:05.009,96C4DAEE22444EA63C094FEB6721B51019453B89,-71,S0
2019-12-11 10:21:05.025,916E2C9CC6B45FD203BA3CA4D801394F71FEF67F,-67,S0
2019-12-11 10:21:05.029,0CACCDE4F5C6CD1C8D95F0B9F07CBAA981B88378,-67,S0
2019-12-11 10:21:05.041,507A14CEE8CF01BAF15D7CBA5CD875544B077825,-63,S0
2019-12-11 10:21:05.058,1D1D3EBE1B9081A06C8EA45BDC177434353B0397,-61,S0
2019-12-11 10:21:05.075,B22B938C9A639E9B1DD337799150C4165FEDD581,-49,S0
2019-12-11 10:21:05.091,04550D36CAE88AB7E1F4670503FCA8BC4925963D,-69,S0
2019-12-11 10:21:05.094,349D361088EB8A45E647623B66B5506572381EE1,-64,S0
2019-12-11 10:21:05.109,76FA31B6A046C16E78600F97A9F5C7A2EA2F523D,-65,S0
2019-12-11 10:21:05.125,9FBC48188A7E79C8EDC851E2018FE98F894CFDFE,-66,S0
2019-12-11 10:21:05.141,1126180622065B7DF783C1FA87A580368A388D75,-57,S0
2019-12-11 10:21:05.159,E5A4C783619AB7FAD316454E007E4E3970A406A1,-67,S0
2019-12-11 10:21:05.175,C81526189DD7CCDEB5DBD9FE56F26A7B5897D6B8,-69,S0
2019-12-11 10:21:05.192,B6674B40619537C4A504B0CE2AFD74C55D94FB5D,-69,S0
2019-12-11 10:21:05.209,E19AC19B12B29C99AC126D1A5CC5FBDC0645E4F7,-49,S0
2019-12-11 10:21:05.225,E09590E25217BB707B5EA4C5060DE17E70B72D46,-70,S0
2019-12-11 10:21:05.242,34071BC053A3022D333B34C9537CA8A06D38E8A0,-65,S0
2019-12-11 10:21:05.244,DC66AA5A35C45EA36BFC64DA0326F9596A1E72B5,-72,S0
2019-12-11 10:21:05.259,FCB9E3CFFC06A649CF6DC7CA53DA706D83828895,-67,S0
2019-12-11 10:21:05.276,243EE6EE9D7D816B4FA398A22EE53E0241161FD1,-72,S0
2019-12-11 10:21:05.283,743FEB6CF64538DED574EF1A87C7892E87DA205B,-59,S0
2019-12-11 10:21:05.292,45AA8E4236E3AC7A7A90CBC69A4755CCDE41F9A7,-71,S0
2019-12-11 10:21:05.308,CE3193CD7899D52455A489A0BBB93CE2A098F7C5,-67,S0
2019-12-11 10:21:05.326,8A0F08C3473DE8CBA36BE657493A4B8BAB02ED08,-65,S0
2019-12-11 10:21:05.343,F723F501E27A76C79DD83DF45D4D9A9DCFD80669,-71,S0
2019-12-11 10:21:05.347,A10000D56A243D6546007AB0506ED2B17F168471,-69,S0
2019-12-11 10:21:05.358,94CC458810F8555936B002194850A029B6722610,-70,S0
2019-12-11 10:21:05.376,A555AE4C784FF4D6A148C796DB25F10CEFCE6A08,-67,S0
2019-12-11 10:21:05.392,AEB6FCCF0E367C502675EA90D0BCBCFDFE538103,-70,S0
2019-12-11 10:21:05.409,FB95B067CEBB5D7F4879FD5E9C5AEB659D045230,-67,S0
2019-12-11 10:21:05.425,62E7BD7AC5DCC4805D62106D85082765E70EB931,-70,S0
2019-12-11 10:21:05.442,F519F915ED5F405D3F3D91A0D2B9CD491B04ADDD,-66,S0
2019-12-11 10:21:05.459,07AF5B72ED250870BD3390D3F1137BB891D56DD4,-71,S0
