Timestamp,EPC,RSSI,Session
2019-09-09 13:13:04.268,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-60,S0
2019-09-09 13:13:04.314,420D9BE1CA085B3900B41343248F7A5AF91ACE0A,-73,S0
2019-09-09 13:13:04.330,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-65,S0
2019-09-09 13:13:04.343,4FCD8F89918FB07FE8BF002992AA8A93DE294C2A,-66,S0
2019-09-09 13:13:04.360,7E79D8A418FE6E278FC9E598FCED4484378A1315,-74,S0
2019-09-09 13:13:04.377,CB44CB16194EDC47401B8E5CF5B3DB0DBCDC5B1F,-75,S0
2019-09-09 13:13:04.393,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-65,S0
2019-09-09 13:13:04.410,420D9BE1CA085B3900B41343248F7A5AF91ACE0A,-73,S0
2019-09-09 13:13:04.428,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-60,S0
2019-09-09 13:13:04.445,4FCD8F89918FB07FE8BF002992AA8A93DE294C2A,-66,S0
2019-09-09 13:13:04.462,997E0A594B20304D432B2B7EE0570054FF1DD6EC,-64,S0
2019-09-09 13:13:04.480,F72387E550031E9AD14C67616C5077190E334DD1,-76,S0
2019-09-09 13:13:04.496,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-60,S0
2019-09-09 13:13:04.513,997E0A594B20304D432B2B7EE0570054FF1DD6EC,-64,S0
2019-09-09 13:13:04.530,420D9BE1CA085B3900B41343248F7A5AF91ACE0A,-75,S0
2019-09-09 13:13:04.547,1F4ED99FF1E4545FB245961C600DEC597A3CFCEB,-77,S0
2019-09-09 13:13:04.564,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-60,S0
2019-09-09 13:13:04.581,4FCD8F89918FB07FE8BF002992AA8A93DE294C2A,-66,S0
2019-09-09 13:13:04.602,15378BB45457A9955329798C859BECA4D7E6DAAF,-61,S0
2019-09-09 13:13:04.615,3005022B473105513BF757AB206AA7309411BDC4,-69,S0
2019-09-09 13:13:04.632,9B77F1D7D80D5962BFE7FFE0B255E9D7FD47355B,-64,S0
2019-09-09 13:13:04.649,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-61,S0
2019-09-09 13:13:04.666,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-67,S0
2019-09-09 13:13:04.683,6FBFE018BA1B905F4694497B785BB9C0406596A9,-67,S0
2019-09-09 13:13:04.700,15378BB45457A9955329798C859BECA4D7E6DAAF,-60,S0
2019-09-09 13:13:04.701,F44F9200EF68043B0C4C3A12E5E5F603C85CCDAC,-64,S0
2019-09-09 13:13:04.734,6FBFE018BA1B905F4694497B785BB9C0406596A9,-66,S0
2019-09-09 13:13:04.751,FA3038DEAE3792028A3E2317A52EC35AC6E52F63,-65,S0
2019-09-09 13:13:04.768,15378BB45457A9955329798C859BECA4D7E6DAAF,-58,S0
2019-09-09 13:13:04.785,C1C7D544A1EBB6C51DDAA5BEFA8471BC453DE4A9,-62,S0
2019-09-09 13:13:04.802,15378BB45457A9955329798C859BECA4D7E6DAAF,-58,S0
2019-09-09 13:13:04.819,DCEBC6904858DCB184C6C0C8F777F6CBB68D0576,-63,S0
2019-09-09 13:13:04.836,EE5B4C5A6669DEABA0AED685AE83CC538C99EE8D,-70,S0
2019-09-09 13:13:04.853,15378BB45457A9955329798C859BECA4D7E6DAAF,-58,S0
2019-09-09 13:13:04.870,9B77F1D7D80D5962BFE7FFE0B255E9D7FD47355B,-64,S0
2019-09-09 13:13:04.887,04ECE2B727BF2324002AA69A9C449D7424A5DB56,-71,S0
2019-09-09 13:13:04.904,F44F9200EF68043B0C4C3A12E5E5F603C85CCDAC,-63,S0
2019-09-09 13:13:04.906,50D5DAE0947B35D49AC2F3E8DD5EFB99BB98ED91,-58,S0
2019-09-09 13:13:04.921,F3B084DCBAA6475FEDAD4D3F383C6C19BD77DD9C,-56,S0
2019-09-09 13:13:04.955,71F2147BDC0A997CADA9F755F77FE36EF9882DA4,-61,S0
2019-09-09 13:13:04.972,66D97E75B15B434DDBE6C00625C10BB1354A64CC,-63,S0
2019-09-09 13:13:04.989,71F2147BDC0A997CADA9F755F77FE36EF9882DA4,-63,S0
2019-09-09 13:13:05.007,E0C020B79CAC3DF9B01E19BA94F6159051C056CD,-74,S0
2019-09-09 13:13:05.023,B2E764E9821C94742CF244DD8F900D1C4985D5BD,-74,S0
2019-09-09 13:13:05.040,E1E436DBB7CDE0E6A8F1F8A0AFEF1F1788554288,-75,S0
2019-09-09 13:13:05.058,0C4293E3526E6D3AFA6C8E96BFB3728F0BB7F565,-71,S0
2019-09-09 13:13:05.060,E0C020B79CAC3DF9B01E19BA94F6159051C056CD,-71,S0
2019-09-09 13:13:05.074,B2E764E9821C94742CF244DD8F900D1C4985D5BD,-73,S0
2019-09-09 13:13:05.091,E0C020B79CAC3DF9B01E19BA94F6159051C056CD,-71,S0
2019-09-09 13:13:05.108,9A607E1C70029388B9EE3BF39ABE94F7BC417D72,-71,S0
2019-09-09 13:13:05.111,E9A4BC49D9FABC73178C413BB862BF3BC1A8D45B,-74,S0
2019-09-09 13:13:05.126,A9EF2D723FCC998055324D6FAB58BB5E1ED8A682,-74,S0
2019-09-09 13:13:05.143,B29325BFA67D7A0A53AAD5742A01EB9ADB8AB871,-70,S0
2019-09-09 13:13:05.161,CD2B6A7FAF1818B11F7A21CB8FE12FBD33FF3472,-67,S0
2019-09-09 13:13:05.178,DB6C2708FF861B607F905AB8B8B70830CC5C8545,-66,S0
2019-09-09 13:13:05.194,A25C6E03F9F0503EEEAC2B03ED9FBDA4CE3C8882,-67,S0
2019-09-09 13:13:05.211,C191C845286C6ADF100EE40214F2B70456B45ACF,-61,S0
2019-09-09 13:13:05.229,CA51143650E9E886F624343A339879DB9365D95C,-75,S0
2019-09-09 13:13:05.245,141590CF207E2B3B03BBEB7CD9BD77E19BEFC2D6,-66,S0
2019-09-09 13:13:05.264,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-72,S0
2019-09-09 13:13:05.279,0D2DA73E3535597147B5B530557848B56D1342C7,-64,S0
2019-09-09 13:13:05.329,71F2147BDC0A997CADA9F755F77FE36EF9882DA4,-59,S0
2019-09-09 13:13:05.346,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-67,S0
2019-09-09 13:13:05.381,0B51A764025D10552B6FD6BCF59488A5CEEED21E,-70,S0
2019-09-09 13:13:05.414,D6DBB1558A8C1D8A21A6AB8366855AB5AB93ECD2,-60,S0
2019-09-09 13:13:05.448,F3B084DCBAA6475FEDAD4D3F383C6C19BD77DD9C,-60,S0
2019-09-09 13:13:05.466,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-67,S0
2019-09-09 13:13:05.499,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-72,S0
2019-09-09 13:13:05.516,C191C845286C6ADF100EE40214F2B70456B45ACF,-59,S0
2019-09-09 13:13:05.535,31FFD514905D3B2FBF7A60FF659E97CE744B7CF9,-66,S0
2019-09-09 13:13:05.550,0D2DA73E3535597147B5B530557848B56D1342C7,-64,S0
2019-09-09 13:13:05.567,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-70,S0
2019-09-09 13:13:05.584,B29325BFA67D7A0A53AAD5742A01EB9ADB8AB871,-68,S0
2019-09-09 13:13:05.601,690FADC362CD14CD6300260CC20304151D8D324E,-70,S0
2019-09-09 13:13:05.618,71F2147BDC0A997CADA9F755F77FE36EF9882DA4,-63,S0
2019-09-09 13:13:05.635,E357BBF405035FA658682BFCDED5FEF55F72C109,-65,S0
2019-09-09 13:13:05.652,A7E67B875872088EFC5786E315E71C0191409DD7,-70,S0
2019-09-09 13:13:05.669,E74B230C1933C5D35E93134C46BD0B5D1095C2B6,-69,S0
2019-09-09 13:13:05.687,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-70,S0
2019-09-09 13:13:05.703,FDA65B2C219487F39A74DCEC2A2109E2B7BC443A,-72,S0
2019-09-09 13:13:05.721,6D4AD45050EF39A0FDEAB8D64EDB6C56D2560F71,-72,S0
2019-09-09 13:13:05.738,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-70,S0
2019-09-09 13:13:05.755,0D46B6CD6F9CF1900734EEF5AEAFBE0AC8BF2CCC,-65,S0
2019-09-09 13:13:05.771,F0FC0E50BC96F7DB27719B16F7ABC89703E1CFC2,-72,S0
2019-09-09 13:13:05.788,FDA65B2C219487F39A74DCEC2A2109E2B7BC443A,-73,S0
2019-09-09 13:13:05.808,976CF8BFDC8AD72316B803D79FCC85650531C106,-63,S0
2019-09-09 13:13:05.823,B29325BFA67D7A0A53AAD5742A01EB9ADB8AB871,-69,S0
2019-09-09 13:13:05.825,FDA65B2C219487F39A74DCEC2A2109E2B7BC443A,-74,S0
2019-09-09 13:13:05.840,0C4293E3526E6D3AFA6C8E96BFB3728F0BB7F565,-68,S0
2019-09-09 13:13:05.856,F0FC0E50BC96F7DB27719B16F7ABC89703E1CFC2,-71,S0
2019-09-09 13:13:05.873,47C049676CB9835C83F27FD0DDBD604B3A66977D,-67,S0
2019-09-09 13:13:05.891,3A574E4A78266EC12EF914AC402B613F6CBB01FC,-73,S0
2019-09-09 13:13:05.907,47C049676CB9835C83F27FD0DDBD604B3A66977D,-69,S0
2019-09-09 13:13:05.924,4E37E53FA7DF52171B59549F22A24F38C18B14BA,-71,S0
2019-09-09 13:13:05.941,F0FC0E50BC96F7DB27719B16F7ABC89703E1CFC2,-73,S0
2019-09-09 13:13:05.959,4E37E53FA7DF52171B59549F22A24F38C18B14BA,-72,S0
2019-09-09 13:13:05.975,66D97E75B15B434DDBE6C00625C10BB1354A64CC,-59,S0
2019-09-09 13:13:05.992,0D46B6CD6F9CF1900734EEF5AEAFBE0AC8BF2CCC,-67,S0
2019-09-09 13:13:06.009,B29325BFA67D7A0A53AAD5742A01EB9ADB8AB871,-72,S0
